Response,Target,Correct,ReactionTime,PhaseDifference,PhaseBin
1,3,0,7.10142347196779,2.6536212934349,1
4,3,0,8.38178239640092,75.081139128388,2
4,4,1,4.19669783483187,-7.07505330234312,1
4,4,1,7.91534152912664,-86.1625715643653,4
3,4,0,6.48924298338989,89.6858290278537,2
4,1,0,6.83586557691251,172.1429645592,3
1,3,0,3.75684424219162,88.4973449024632,2
3,3,1,3.43702989275971,132.07472349734,2
2,4,0,12.5137307463001,-42.0579455685496,1
2,2,1,7.91530379527103,-1.64846090472014,1
3,2,0,4.03672319198176,-26.2532776386005,1
4,1,0,4.6765055431033,-151.143609572654,3
4,1,0,6.10269163138582,-93.6762687011321,4
1,1,1,3.03671745643624,175.724817762941,3
3,4,0,4.27657919958892,-162.310867718881,3
4,2,0,5.54292165696916,-129.06696141403,4
2,1,0,9.20834189891775,-1.18839120411963,1
2,2,1,3.14378500758448,0.0990421345577648,1
3,3,1,5.42292226071095,-15.3748709670574,1
4,4,1,4.70312994785218,78.3594638674276,2
4,4,1,6.46250266023708,127.415941407868,2
1,2,0,6.22255578950535,58.1787931692925,2
4,2,0,3.1303538680977,-151.943958345485,3
2,3,0,4.07670960779433,-66.8548442738746,4
2,3,0,4.86308949715931,-143.039964374082,3
1,3,0,4.17017757552458,-33.5146458269759,1
3,2,0,5.02310760940964,-20.1664463542571,1
4,3,0,5.5028522266748,128.30144702616,2
2,4,0,5.42286762208823,146.885732575512,3
2,2,1,4.99641166127003,7.59564213235403,1
2,4,0,3.03656984159352,98.1661796942218,2
2,1,0,4.30330110861996,62.5277681026364,2
3,3,1,4.23666462903839,47.5130263470166,2
2,2,1,6.14277615522224,-54.8650807081292,4
3,4,0,5.02313055159357,99.3523968547751,2
2,1,0,5.26307289426131,148.683462937233,3
1,4,0,4.45002875319733,99.5946837564405,2
1,3,0,6.06268468835606,81.2690012740438,2
3,3,1,5.43629423351194,-147.594219624859,3
3,4,0,5.19643188661667,-39.4848138123815,1
3,2,0,6.95583961602006,150.430520026462,3
1,2,0,7.99532885055123,144.76613817507,3
3,3,1,4.59662236712029,-0.31393320906334,1
3,3,1,7.90202660991508,160.809528161061,3
3,4,0,5.43643611280913,-174.320652676605,3
1,1,1,3.57039250756497,-70.7932933365315,4
1,2,0,6.63572792380728,-72.1059606887408,4
2,3,0,6.12946093413939,-156.64229664915,3
1,2,0,5.26298927603966,91.3063286919206,2
2,3,0,3.53041756284438,-39.6474842127834,1
2,1,0,5.34300587893449,-47.9061793221929,4
3,1,0,3.62363286467917,-59.3180098655939,4
3,3,1,5.04977095549657,-126.862519063041,4
4,4,1,7.10226388039882,154.01520323449,3
1,1,1,4.95649286452681,-177.318990210383,3
2,3,0,5.39635158897181,44.8207716300245,1
4,1,0,4.63660606609301,-45.8164655769368,4
2,3,0,5.92943165266843,-66.1132775966316,4
2,4,0,5.36980084071001,-147.794936770503,3
3,2,0,5.00984974378844,46.4470794836732,2
3,1,0,5.9295394205601,-60.0141072741468,4
2,2,1,3.51706853223004,59.6312387290526,2
3,2,0,4.18345325152586,-141.834377583007,3
4,4,1,3.03559932682765,11.1685678102883,1
4,4,1,3.03678235866755,-82.034838247874,4
4,3,0,7.26236651648469,-92.0134311466839,4
4,4,1,6.62252379119673,-68.8711367336999,4
4,2,0,8.30205770261091,30.3537687080768,1
1,1,1,6.52930909310453,-125.078378631021,4
1,2,0,3.89019810274112,-117.535107714916,4
2,2,1,5.36974016467138,112.973515564236,2
4,1,0,5.44964024542242,12.2710418245394,1
3,4,0,5.42302459492748,125.895787076988,2
1,3,0,4.50329537307516,-166.080495309875,3
4,2,0,5.58293131683604,-51.0256128934213,4
2,2,1,5.71637845547775,149.480733647053,3
2,2,1,3.03662387647455,143.546800267788,3
2,4,0,6.83580490087297,60.1847460756763,2
4,3,0,7.03574331922027,103.503568372587,2
2,2,1,3.09054646169534,-126.764695505458,4
4,1,0,8.06197740496646,33.3464986796734,1
3,3,1,6.92908782177437,99.9795206696623,2
3,4,0,4.90317764344582,-137.522847125412,3
1,1,1,3.30383632562734,111.722734680107,2
4,1,0,5.18308104477546,-87.1467783918463,4
1,1,1,6.38270098938301,143.328598312989,3
3,4,0,5.79622419947736,89.0308509862776,2
3,3,1,5.20969880836492,179.584656300087,3
1,4,0,4.03677360441361,-129.611168698442,4
1,2,0,3.03617771136669,107.845378657681,2
2,3,0,3.03665285607531,83.5101935418801,2
3,1,0,3.03800584120108,-14.3056096591325,1
1,3,0,3.54360388507666,-129.131608131446,4
3,3,1,3.93019055597142,-19.8385179187609,1
1,1,1,3.49027689103241,147.55786118265,3
4,4,1,3.09043899567587,170.682955175395,3
